"UniProt_ID"	"Protein_Name"
"2322"	"Q6DBZ8"	"Polybromo 1, like"
"2323"	"Q6DC00"	"Sideroflexin 1"
"2324"	"Q6DC04"	"Histone-arginine methyltransferase CARM1"
"2325"	"Q6DC18"	"Phosphohistidine phosphatase 1"
"2326"	"Q6DC29"	"Family with sequence similarity 49, member A"
"2327"	"Q6DC37"	"Histamine N-methyltransferase"
"2328"	"Q6DC49"	"Tubulin alpha 8-like 3a protein"
"2329"	"Q6DC72"	"3-hydroxyisobutyrate dehydrogenase a"
"2330"	"Q6DC81"	"Novel protein (Zgc:101013)"
"2331"	"Q6DC92"	"Novel protein (Zgc:100801)"
"2332"	"Q6DC93"	"Peflin"
"2333"	"Q6DEG4"	"Ragulator complex protein LAMTOR2"
"2334"	"Q6DEG5"	"Polymerase (RNA) II (DNA directed) polypeptide E"
"2335"	"Q6DEH3"	"Calcium/calmodulin-dependent protein kinase type II delta 1 chain"
"2336"	"Q6DEH8"	"Uncharacterized protein"
"2337"	"Q6DEH9"	"Uncharacterized protein"
"2338"	"Q6DEI6"	"Aquaporin-0a"
"2339"	"Q6DEJ3"	"Zgc:101071"
"2340"	"Q6DEJ9"	"Dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit"
"2341"	"Q6DEK6"	"Rufy3 protein (Fragment)"
"2342"	"Q6DEM2"	"Uncharacterized protein"
"2343"	"Q6DEM5"	"Mitochondrial import inner membrane translocase subunit Tim8 A"
"2344"	"Q6DFZ8"	"Uncharacterized protein"
"2345"	"Q6DG04"	"PDZ and LIM domain 5"
"2346"	"Q6DG08"	"Spra protein (Fragment)"
"2347"	"Q6DG10"	"Matrix metalloproteinase 2"
"2348"	"Q6DG14"	"Zgc:114138 protein (Fragment)"
"2349"	"Q6DG20"	"Zgc:153860 protein (Fragment)"
"2350"	"Q6DG22"	"Adenosine deaminase"
"2351"	"Q6DG30"	"Novel protein similar to vertebrate serine (Or cysteine) proteinase inhibitor, clade B (Ovalbumin) family member"
"2352"	"Q6DG35"	"AlphaB2-crystallin"
"2353"	"Q6DG44"	"Calpain 9"
"2354"	"Q6DG54"	"Pyruvate kinase"
"2355"	"Q6DG67"	"ATP citrate lyase"
"2356"	"Q6DG71"	"Zgc:92453"
"2357"	"Q6DG72"	"Deoxyribonuclease"
"2358"	"Q6DG81"	"Plastin 3 (T isoform)"
"2359"	"Q6DG85"	"Uricase"
"2360"	"Q6DG86"	"Alanine-glyoxylate aminotransferase, like"
"2361"	"Q6DG97"	"Nudix (Nucleoside diphosphate linked moiety X)-type motif 2"
"2362"	"Q6DGA6"	"Allantoicase"
"2363"	"Q6DGA7"	"Uncharacterized protein C17orf62 homolog"
"2364"	"Q6DGB1"	"Rcan1 protein (Fragment)"
"2365"	"Q6DGB2"	"Inositol(Myo)-1(Or 4)-monophosphatase 1"
"2366"	"Q6DGB7"	"Ras-related C3 botulinum toxin substrate 3 (Rho family, small GTP binding protein Rac3)"
"2367"	"Q6DGC8"	"Lactase-like a"
"2368"	"Q6DGD8"	"Arginyl aminopeptidase (Aminopeptidase B)"
"2369"	"Q6DGE2"	"Propionyl-Coenzyme A carboxylase, alpha polypeptide"
"2370"	"Q6DGH3"	"Uncharacterized protein"
"2371"	"Q6DGH8"	"RAB3C, member RAS oncogene family"
"2372"	"Q6DGI4"	"Syntaxin1b protein"
"2373"	"Q6DGI6"	"Thioredoxin"
"2374"	"Q6DGJ1"	"Grifin"
"2375"	"Q6DGJ3"	"Mitochondrial import inner membrane translocase subunit Tim13"
"2376"	"Q6DGJ6"	"Peroxiredoxin 1"
"2377"	"Q6DGK1"	"Zgc:92883"
"2378"	"Q6DGK2"	"L-lactate dehydrogenase B-B chain"
"2379"	"Q6DGK4"	"Zgc:92880"
"2380"	"Q6DGK7"	"Zgc:92875"
"2381"	"Q6DGL1"	"Novel protein (Zgc:92871)"
"2382"	"Q6DGL5"	"Novel protein similar to trafficking protein particle complex 5 (TRAPPC5, zgc:92866)"
"2383"	"Q6DGL9"	"Ribosomal protein L38"
"2384"	"Q6DGM9"	"Novel protein (Zgc:92850)"
"2385"	"Q6DGN1"	"Ubiquinol-cytochrome c reductase, complex III subunit VII"
"2386"	"Q6DGN7"	"Dynactin 5"
"2387"	"Q6DGP0"	"OTU domain, ubiquitin aldehyde binding 1"
"2388"	"Q6DGP6"	"SUB1 homolog (S. cerevisiae)"
"2389"	"Q6DGS2"	"Regulator of G-protein signalling 7"
"2390"	"Q6DGS3"	"Calcium/calmodulin-dependent protein kinase type II delta 2 chain"
"2391"	"Q6DGS4"	"Proteasome subunit beta type"
"2392"	"Q6DGS7"	"VAMP (Vesicle-associated membrane protein)-associated protein A, like"
"2393"	"Q6DGT6"	"Pirin"
"2394"	"Q6DGT8"	"Novel protein similar to vertebrate S100 calcium binding protein family"
"2395"	"Q6DGU2"	"Uncharacterized protein"
"2396"	"Q6DGU9"	"Uncharacterized protein"
"2397"	"Q6DGV0"	"Zgc:92762"
"2398"	"Q6DGV5"	"Uncharacterized protein"
"2399"	"Q6DGV8"	"Zgc:92753"
"2400"	"Q6DGX4"	"Uncharacterized protein"
"2401"	"Q6DGX6"	"Crystallin gamma EM2-8"
"2402"	"Q6DGX8"	"Proteasome subunit alpha type"
"2403"	"Q6DGY4"	"Crystallin, beta A1b"
"2404"	"Q6DGY5"	"Lens intrinsic membrane protein 2.3"
"2405"	"Q6DGY7"	"Gamma-crystallin N-B"
"2406"	"Q6DGY8"	"Proteasome subunit alpha type"
"2407"	"Q6DGZ5"	"Guanine nucleotide binding protein (G protein), gamma 7"
"2408"	"Q6DGZ7"	"Zgc:92707"
"2409"	"Q6DH01"	"Retinoschisis (X-linked, juvenile) 1"
"2410"	"Q6DH02"	"Probable 39S ribosomal protein L24, mitochondrial"
"2411"	"Q6DH14"	"Beta A1-crystallin"
"2412"	"Q6DH28"	"MOB1, Mps One Binder kinase activator-like 3 (Yeast)"
"2413"	"Q6DH41"	"D-tyrosyl-tRNA(Tyr) deacylase"
"2414"	"Q6DH42"	"Enhancer of yellow 2 transcription factor homolog"
"2415"	"Q6DH63"	"Uncharacterized protein"
"2416"	"Q6DH64"	"Zgc:92630"
"2417"	"Q6DH77"	"Uncharacterized protein"
"2418"	"Q6DH80"	"Uncharacterized protein"
"2419"	"Q6DH97"	"Signal recognition particle 68"
"2420"	"Q6DH98"	"CNDP dipeptidase 2 (Metallopeptidase M20 family)"
"2421"	"Q6DHB1"	"Dynein light chain 1, axonemal"
"2422"	"Q6DHB9"	"Saccharopine dehydrogenase a"
"2423"	"Q6DHC1"	"Ras-related protein Rab-18-B"
"2424"	"Q6DHC7"	"CD36 antigen"
"2425"	"Q6DHC9"	"Novel protein similar to vertebrate elastase 1 pancreatic (ELA1)"
"2426"	"Q6DHD1"	"LOC791613 protein (Fragment)"
"2427"	"Q6DHD5"	"Uncharacterized protein"
"2428"	"Q6DHD6"	"Zgc:92501"
"2429"	"Q6DHD8"	"Annexin A2b"
"2430"	"Q6DHD9"	"Zgc:112160 protein (Fragment)"
"2431"	"Q6DHE8"	"Ras homolog gene family, member Ad"
"2432"	"Q6DHE9"	"Uncharacterized protein"
"2433"	"Q6DHF0"	"Uncharacterized protein"
"2434"	"Q6DHG4"	"Complexin 2"
"2435"	"Q6DHH6"	"Synapsin IIa"
"2436"	"Q6DHH7"	"Protein LZIC"
"2437"	"Q6DHH8"	"Sulfotransferase family 1, cytosolic sulfotransferase 6"
"2438"	"Q6DHI5"	"Sirtuin (Silent mating type information regulation 2 homolog) 5 (S. cerevisiae)"
"2439"	"Q6DHI9"	"Proteasome subunit beta type"
"2440"	"Q6DHK1"	"Apolipoprotein A-I-binding protein"
"2441"	"Q6DHK4"	"Coenzyme Q3 homolog, methyltransferase (Yeast)"
"2442"	"Q6DHK5"	"Zgc:92254"
"2443"	"Q6DHM0"	"Phosphoglycerate mutase"
"2444"	"Q6DHM9"	"Ras homolog gene family, member Ab"
"2445"	"Q6DHN4"	"Acyl-CoA synthetase short-chain family member 2"
"2446"	"Q6DHP2"	"Troponin I, skeletal, fast 2b.2"
"2447"	"Q6DHP3"	"ADP-ribosylation factor 3a"
"2448"	"Q6DHP7"	"Uncharacterized protein"
"2449"	"Q6DHQ3"	"Aspartoacylase-2B"
"2450"	"Q6DHR6"	"Uncharacterized protein"
"2451"	"Q6DHR7"	"Zgc:92137"
"2452"	"Q6DHS1"	"Actin, alpha 2, smooth muscle, aorta"
"2453"	"Q6DHS3"	"Ribosomal protein L15"
"2454"	"Q6DHS8"	"Testis derived transcript (3 LIM domains)"
"2455"	"Q6DHT0"	"Cathepsin L.1"
"2456"	"Q6DHT4"	"Uncharacterized protein"
"2457"	"Q6DHT7"	"Huntingtin interacting protein 1 related"
"2458"	"Q6DHT8"	"Ferritin"
"2459"	"Q6DHU3"	"Uncharacterized protein"
"2460"	"Q6DHU6"	"Troponin I, skeletal, fast 2a.3"
"2461"	"Q6DI05"	"Small ubiquitin-related modifier 3"
"2462"	"Q6DI16"	"Calsequestrin"
"2463"	"Q6DI17"	"Glycoprotein M6Ab"
"2464"	"Q6DI20"	"Dipeptidylpeptidase 3"
"2465"	"Q6DI22"	"Hydroxyacyl-Coenzyme A dehydrogenase"
"2466"	"Q6DKF0"	"Interferon-induced GTP-binding protein MxC"
"2467"	"Q6DKF4"	"Twinfilin, actin-binding protein, homolog 1b"
"2468"	"Q6DRB3"	"Methionine-tRNA synthetase"
"2469"	"Q6DRC0"	"Seryl-tRNA synthetase"
"2470"	"Q6DRC1"	"Small nuclear ribonucleoprotein F"
"2471"	"Q6DRC4"	"Eukaryotic translation initiation factor 3 subunit G"
"2472"	"Q6DRD1"	"ATP synthase oligomycin sensitivity conferral protein"
"2473"	"Q6DRD2"	"26S protease regulatory subunit S10B"
"2474"	"Q6DRD6"	"Splicing factor 3b subunit 1, 155kDa (Fragment)"
"2475"	"Q6DRD9"	"Abhydrolase domain-containing protein 11"
"2476"	"Q6DRE6"	"60S ribosomal protein L12"
"2477"	"Q6DRF3"	"Proteasome subunit beta type"
"2478"	"Q6DRH3"	"Lysyl-tRNA synthetase"
"2479"	"Q6DRI1"	"Eukaryotic translation initiation factor 3 subunit E-A"
"2480"	"Q6DRK0"	"V-type proton ATPase subunit F"
"2481"	"Q6DRK2"	"Splicesome-associated factor 61"
"2482"	"Q6DRK8"	"Proline/glutamine rich splicing factor"
"2483"	"Q6DRM3"	"60S ribosomal protein L9"
"2484"	"Q6DRM9"	"Chromosome adhesion protein SMC1-like"
"2485"	"Q6DRN8"	"Cdipt protein"
"2486"	"Q6GMH8"	"Sperm associated antigen 6"
"2487"	"Q6GMH9"	"Carboxypeptidase A4"
"2488"	"Q6GMI2"	"Membrane protein, palmitoylated 2b (MAGUK p55 subfamily member 2b)"
"2489"	"Q6GMI5"	"Biglycan"
"2490"	"Q6GMJ1"	"Novel protein similar to H.sapiens carboxylesterase (Zgc:153863) (Fragment)"
"2491"	"Q6GMJ2"	"Zgc:66097 protein"
"2492"	"Q6GMK5"	"Small muscle protein, X-linked"
"2493"	"Q6GMK7"	"SH3 domain-binding glutamic acid-rich-like protein 2"
"2494"	"Q6GMK8"	"Mannose-1-phosphate guanyltransferase alpha-A"
"2495"	"Q6GML2"	"Zgc:91845"
"2496"	"Q6GML7"	"Putative deoxyribonuclease TATDN1"
"2497"	"Q6GQL7"	"Four and a half LIM domains a"
"2498"	"Q6GQM1"	"Tubulin, alpha 7 like"
"2499"	"Q6GQM3"	"Proteasome subunit alpha type"
"2500"	"Q6GQM6"	"Uncharacterized protein"
"2501"	"Q6GQM9"	"Enolase"
"2502"	"Q6GQN6"	"Acetyl-Coenzyme A acyltransferase 1"
"2503"	"Q6GQN9"	"Dehydrogenase/reductase (SDR family) member 1"
"2504"	"Q6IMW5"	"Fatty acid binding protein 6, ileal (Gastrotropin)"
"2505"	"Q6IMW6"	"Ribosomal protein S13"
"2506"	"Q6IMW7"	"Parvalbumin 4"
"2507"	"Q6IMW9"	"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"2508"	"Q6IQ59"	"Ubiquinol-cytochrome c reductase core protein II"
"2509"	"Q6IQ64"	"Novel protein similar to vertebrate troponin C (Zgc:86932, TNNC)"
"2510"	"Q6IQ66"	"Novel protein (Zgc:86930)"
"2511"	"Q6IQ70"	"Tumor susceptibility gene 101"
"2512"	"Q6IQ71"	"Chromobox homolog 1b (HP1 beta homolog Drosophila)"
"2513"	"Q6IQ73"	"Charged multivesicular body protein 4c"
"2514"	"Q6IQ92"	"Troponin 1"
"2515"	"Q6IQB1"	"Ribosomal protein L5b"
"2516"	"Q6IQD7"	"Uncharacterized protein"
"2517"	"Q6IQE5"	"ATPase asna1"
"2518"	"Q6IQF0"	"Zgc:110339"
"2519"	"Q6IQF1"	"Zgc:56095 protein"
"2520"	"Q6IQG1"	"Zgc:86776"
"2521"	"Q6IQG3"	"Farnesyltransferase, CAAX box, beta"
"2522"	"Q6IQH4"	"Novel protein (Zgc:86762)"
"2523"	"Q6IQH7"	"CD9 antigen, like"
"2524"	"Q6IQI2"	"Lgals1l2 protein"
"2525"	"Q6IQI6"	"60S ribosomal protein L11"
"2526"	"Q6IQJ1"	"Tomm22 protein"
"2527"	"Q6IQJ2"	"Novel protein (Zgc:55461)"
"2528"	"Q6IQK3"	"Uncharacterized protein"
"2529"	"Q6IQK9"	"Safb protein (Fragment)"
"2530"	"Q6IQL3"	"Peptidyl-prolyl cis-trans isomerase"
"2531"	"Q6IQL7"	"Peptidylprolyl isomerase D (Cyclophilin D)"
"2532"	"Q6IQM0"	"Novel protein similar to vertebrate pre-mRNA branch site protein p14 (P14)"
"2533"	"Q6IQM2"	"Cytochrome c"
"2534"	"Q6IQN5"	"Ras-related C3 botulinum toxin substrate 2 (Rho family, small GTP binding protein Rac2)"
"2535"	"Q6IQP1"	"Glycogenin, like"
"2536"	"Q6IQP3"	"Calumenin-A"
"2537"	"Q6IQP5"	"Enolase"
"2538"	"Q6IQQ0"	"Ribosomal protein L21"
"2539"	"Q6IQQ7"	"Lumican"
"2540"	"Q6IQR1"	"Adenylosuccinate lyase"
"2541"	"Q6IQR5"	"Uncharacterized protein"
"2542"	"Q6IQR6"	"Reticulocalbin 3, EF-hand calcium binding domain"
"2543"	"Q6IQS6"	"SUMO-activating enzyme subunit 1"
"2544"	"Q6IQS7"	"Syntaxin 12"
"2545"	"Q6IQT1"	"Ywhai protein"
"2546"	"Q6IQT9"	"(Novel protein, zgc:56391)"
"2547"	"Q6IQU1"	"Zgc:86611"
"2548"	"Q6IQU2"	"Beta A2-crystallin"
"2549"	"Q6IQU9"	"Zgc:86599"
"2550"	"Q6IQV0"	"Casein kinase 2 alpha 1"
"2551"	"Q6IQX1"	"Myosin, heavy polypeptide 2, fast muscle specific"
"2552"	"Q6IWJ1"	"Cellular retinoic acid binding protein 1b"
"2553"	"Q6J0N1"	"Ring finger protein 114"
"2554"	"Q6JAN2"	"Fibronectin 3"
"2555"	"Q6JIZ2"	"Pur-alpha"
"2556"	"Q6JWU7"	"Coatomer protein complex subunit beta 2"
"2557"	"Q6NSM5"	"Uncharacterized protein"
"2558"	"Q6NSN2"	"Amine oxidase [flavin-containing]"
"2559"	"Q6NSN5"	"Adenylosuccinate synthetase isozyme 1"
"2560"	"Q6NSN6"	"Serine/threonine-protein phosphatase"
"2561"	"Q6NUT5"	"Heterogeneous nuclear ribonucleoprotein U-like 1"
"2562"	"Q6NUV2"	"Novel protein similar to vertebrate arrestin beta 1 (ARRB1, zgc:66109)"
"2563"	"Q6NUV5"	"Lmnb1 protein (Fragment)"
"2564"	"Q6NUW4"	"Zgc:85829"
"2565"	"Q6NUW5"	"Acidic leucine-rich nuclear phosphoprotein 32 family member E"
"2566"	"Q6NUX6"	"Syntaxin binding protein 2"
"2567"	"Q6NUX8"	"Ras homolog gene family, member Aa"
"2568"	"Q6NUY0"	"Uncharacterized protein"
"2569"	"Q6NUY7"	"Mpx protein"
"2570"	"Q6NUY8"	"Ndufa9 protein (Fragment)"
"2571"	"Q6NUY9"	"Microtubule-associated protein, RP/EB family, member 1"
"2572"	"Q6NUZ3"	"Synaptotagmin binding, cytoplasmic RNA interacting protein"
"2573"	"Q6NV13"	"Nudc protein"
"2574"	"Q6NV23"	"Guanine nucleotide binding protein (G protein), gamma 12"
"2575"	"Q6NV24"	"Prostamide/prostaglandin F synthase"
"2576"	"Q6NV32"	"Prothymosin alpha-A"
"2577"	"Q6NV35"	"Glutamate-cysteine ligase, catalytic subunit"
"2578"	"Q6NV37"	"Glycogenin 1"
"2579"	"Q6NVA6"	"Myosin, light polypeptide 9, regulatory"
"2580"	"Q6NVC4"	"Transaldolase"
"2581"	"Q6NVC6"	"Nsfl1c protein (Fragment)"
"2582"	"Q6NVI6"	"Chaperonin containing TCP1, subunit 5 (Epsilon)"
"2583"	"Q6NW45"	"Zgc:66110 protein"
"2584"	"Q6NW47"	"Uncharacterized protein"
"2585"	"Q6NW52"	"Methionine-R-sulfoxide reductase B2, mitochondrial"
"2586"	"Q6NW62"	"Novel protein similar to KH domain containing, RNA binding, signal transduction associated 1 (Khdrbs1)"
"2587"	"Q6NW88"	"Sc:d0144 protein (Fragment)"
"2588"	"Q6NW90"	"Tubulin, beta 5"
"2589"	"Q6NWB3"	"Splicing factor 3b, subunit 4"
"2590"	"Q6NWC1"	"Uncharacterized protein"
"2591"	"Q6NWC3"	"Ribosomal protein S2"
"2592"	"Q6NWC4"	"Gcat protein (Fragment)"
"2593"	"Q6NWD1"	"Cpb1 protein (Fragment)"
"2594"	"Q6NWD6"	"Si:dkey-16k6.1 protein (Fragment)"
"2595"	"Q6NWE0"	"Ester hydrolase C11orf54 homolog"
"2596"	"Q6NWF6"	"Keratin, type II cytoskeletal 8"
"2597"	"Q6NWF7"	"Zgc:85763"
"2598"	"Q6NWG1"	"Leucine-rich repeat-containing protein 59"
"2599"	"Q6NWG7"	"CD9 antigen (P24)"
"2600"	"Q6NWH2"	"Uncharacterized protein"
"2601"	"Q6NWI6"	"Zgc:85683"
"2602"	"Q6NWI7"	"Novel protein (Zgc:85681)"
"2603"	"Q6NWJ2"	"Signal peptidase complex subunit 3 homolog (S. cerevisiae)"
"2604"	"Q6NWJ5"	"Tubulin alpha 6"
"2605"	"Q6NWK3"	"RAN binding protein 1"
"2606"	"Q6NWK4"	"ATPase, H+ transporting, lysosomal, V1 subunit E isoform 1"
"2607"	"Q6NWK7"	"Tuba1 protein"
"2608"	"Q6NWL1"	"Programmed cell death protein 10-B"
"2609"	"Q6NWL6"	"Ubiquitin carboxyl-terminal hydrolase L5"
"2610"	"Q6NWL9"	"Pdlim7 protein"
"2611"	"Q6NWX4"	"Zgc:77529"
"2612"	"Q6NWY1"	"Membrane protein, palmitoylated 1"
"2613"	"Q6NWY2"	"Oxidative-stress responsive 1b"
"2614"	"Q6NX09"	"Hexokinase 1"
"2615"	"Q6NX10"	"Solute carrier family 25 (Mitochondrial carrier; adenine nucleotide translocator), member 4"
"2616"	"Q6NX90"	"Microtubule-associated protein 1 light chain 3 alpha"
"2617"	"Q6NX98"	"Suppression of tumorigenicity 13 (Colon carcinoma) (Hsp70 interacting protein)"
"2618"	"Q6NXA0"	"Rpia protein (Fragment)"
"2619"	"Q6NXA4"	"Interleukin enhancer-binding factor 3 homolog"
"2620"	"Q6NXA9"	"UBX domain-containing protein 1"
"2621"	"Q6NXB8"	"Atp6v0c protein"
"2622"	"Q6NXB9"	"Zgc:77086"
"2623"	"Q6NXC1"	"Uncharacterized protein"
"2624"	"Q6NXD1"	"Pyruvate kinase"
"2625"	"Q6NY48"	"Serpin peptidase inhibitor, clade B (Ovalbumin), member 5, like"
"2626"	"Q6NY49"	"LOC407663 protein (Fragment)"
"2627"	"Q6NY60"	"Krt4 protein"
"2628"	"Q6NY64"	"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform"
"2629"	"Q6NY65"	"Regulator of chromosome condensation 1"
"2630"	"Q6NY68"	"Serine carboxypeptidase 1"
"2631"	"Q6NY70"	"Epithelial cell adhesion molecule"
"2632"	"Q6NY74"	"Replication protein A 70 kDa DNA-binding subunit"
"2633"	"Q6NY77"	"Probable 4-hydroxy-2-oxoglutarate aldolase, mitochondrial"
"2634"	"Q6NY78"	"Eukaryotic translation initiation factor 2, subunit 2 beta"
"2635"	"Q6NY81"	"Uncharacterized protein"
"2636"	"Q6NY88"	"Charged multivesicular body protein 3"
"2637"	"Q6NY90"	"Ubiquitin carboxyl-terminal hydrolase"
"2638"	"Q6NY93"	"Fucosidase alpha-L-1 tissue"
"2639"	"Q6NY97"	"D-amino-acid oxidase 2"
"2640"	"Q6NYA1"	"Uncharacterized protein"
"2641"	"Q6NYD2"	"Sfxn2 protein"
"2642"	"Q6NYD8"	"ADP-ribosylation factor 2"
"2643"	"Q6NYE1"	"Fibrinogen, B beta polypeptide"
"2644"	"Q6NYE2"	"Protein RCC2 homolog"
"2645"	"Q6NYE3"	"Novel protein similar to phosphoglucomutase 2 (PGM2, zgc:77113)"
"2646"	"Q6NYE6"	"Cytochrome b5 reductase 3"
"2647"	"Q6NYF0"	"Beta-lactamase-like protein 2"
"2648"	"Q6NYF2"	"Chloride intracellular channel 1"
"2649"	"Q6NYG0"	"Nucleoside phosphorylase"
"2650"	"Q6NYG8"	"Dihydropyrimidine dehydrogenase [NADP+]"
"2651"	"Q6NYJ1"	"LIM and SH3 protein 1"
"2652"	"Q6NYK2"	"Novel protein similar to vertebrate retinal degeneration, slow (Retinitis pigmentosa 7) (RDS, zgc:73336)"
"2653"	"Q6NYL3"	"3-hydroxyacyl-CoA dehydrogenase"
"2654"	"Q6NYL5"	"Alanine aminotransferase 2-like"
"2655"	"Q6NYM4"	"Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain"
"2656"	"Q6NYN3"	"Importin 7"
"2657"	"Q6NYP6"	"Protein phosphatase type 2C alpha 2"
"2658"	"Q6NYQ0"	"Tropomyosin 1 (Alpha)"
"2659"	"Q6NYQ4"	"RAB32, member RAS oncogene family"
"2660"	"Q6NYQ7"	"Nicotinamide nucleotide transhydrogenase"
"2661"	"Q6NYR4"	"Heat shock 70kDa protein 8"
"2662"	"Q6NYR8"	"N-acetylneuraminate lyase"
"2663"	"Q6NYR9"	"Ribose-phosphate pyrophosphokinase"
"2664"	"Q6NYS8"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"
"2665"	"Q6NYU8"	"Heterogeneous nuclear ribonucleoprotein A/B"
"2666"	"Q6NYV1"	"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 3"
"2667"	"Q6NYV3"	"Uncharacterized protein"
"2668"	"Q6NYX2"	"Tardbpl protein"
"2669"	"Q6NYX8"	"PITH domain-containing protein 1"
"2670"	"Q6NYZ1"	"Setb protein"
"2671"	"Q6NZ06"	"Interleukin enhancer-binding factor 2 homolog"
"2672"	"Q6NZ07"	"Nicalin-1"
"2673"	"Q6NZ09"	"Proteasomal ubiquitin receptor ADRM1"
"2674"	"Q6NZ15"	"Collagen, type I, alpha 3"
"2675"	"Q6NZ26"	"Zgc:77222"
"2676"	"Q6NZS0"	"Cpa5 protein (Fragment)"
"2677"	"Q6NZS4"	"tRNA-splicing ligase RtcB homolog"
"2678"	"Q6NZU8"	"ATPase family, AAA domain containing 3B"
"2679"	"Q6NZV3"	"Zgc:77326"
"2680"	"Q6NZV4"	"Cysteine and glycine-rich protein 1"
"2681"	"Q6NZW3"	"Cofilin 2 (Muscle)"
"2682"	"Q6NZW7"	"Dlst protein"
"2683"	"Q6NZW8"	"ADP-ribosylation factor-like protein 8B-A"
"2684"	"Q6NZZ1"	"Uncharacterized protein"
"2685"	"Q6NZZ2"	"Actin related protein 2/3 complex, subunit 4"
"2686"	"Q6P003"	"Phosphoglycerate kinase"
"2687"	"Q6P023"	"Mitogen-activated protein kinase 1"
"2688"	"Q6P025"	"Gnb3 protein"
"2689"	"Q6P026"	"Barrier-to-autointegration factor"
"2690"	"Q6P027"	"Cellular retinaldehyde-binding protein b"
"2691"	"Q6P038"	"High mobility group AT-hook 2"
"2692"	"Q6P043"	"Fructose-bisphosphate aldolase"
"2693"	"Q6P0B3"	"Uncharacterized protein"
"2694"	"Q6P0C7"	"Secretory carrier-associated membrane protein 5"
"2695"	"Q6P0D3"	"Actin-related protein 2/3 complex subunit 5"
"2696"	"Q6P0D9"	"Probable cytosolic iron-sulfur protein assembly protein ciao1"
"2697"	"Q6P0G2"	"Uncharacterized protein"
"2698"	"Q6P0G5"	"TRK-fused gene"
"2699"	"Q6P0G6"	"Novel protein similar to vertebrate myosin, light chain 6, alkali, smooth muscle and non-muscle (MYL6, zgc:77231)"
"2700"	"Q6P0H2"	"NAD(P)H dehydrogenase, quinone 1"
"2701"	"Q6P0H3"	"Zgc:77182"
"2702"	"Q6P0H6"	"COP9 signalosome complex subunit 4"
"2703"	"Q6P0I2"	"Proteasome subunit alpha type"
"2704"	"Q6P0I7"	"p21/Cdc42/Rac1-activated kinase 1"
"2705"	"Q6P0J0"	"Novel protein (Zgc:77285 )"
"2706"	"Q6P0K4"	"Zgc:77126"
"2707"	"Q6P0R5"	"SET and MYND domain containing 1a"
"2708"	"Q6P0R7"	"Zgc:162565 protein (Fragment)"
"2709"	"Q6P0S5"	"Alcohol dehydrogenase 8a"
"2710"	"Q6P0T0"	"NADH dehydrogenase (Ubiquinone) Fe-S protein 8, (NADH-coenzyme Q reductase)"
"2711"	"Q6P0T7"	"Tnnt3b protein"
"2712"	"Q6P0T8"	"Uncharacterized protein"
"2713"	"Q6P0U0"	"Putative N-acetylglucosamine-6-phosphate deacetylase"
"2714"	"Q6P0U4"	"Claudin a"
"2715"	"Q6P0V6"	"60S ribosomal protein L8"
"2716"	"Q6P0V8"	"Annexin A5b"
"2717"	"Q6P0W3"	"Novel protein similar to vertebrate tropomyosin 1 (Alpha) (TPM1, zgc:77592)"
"2718"	"Q6P105"	"Elavl3 protein"
"2719"	"Q6P113"	"Hnrpa0l protein (Fragment)"
"2720"	"Q6P119"	"Uncharacterized protein"
"2721"	"Q6P123"	"T-complex protein 1 subunit delta"
"2722"	"Q6P124"	"GTPase activating protein (SH3 domain) binding protein 1"
"2723"	"Q6P128"	"Akirin 2"
"2724"	"Q6P129"	"RAB18A, member RAS oncogene family"
"2725"	"Q6P1J5"	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
"2726"	"Q6P267"	"UBX domain protein 4"
"2727"	"Q6P271"	"ATPase, Na+/K+ transporting, alpha 3a polypeptide"
"2728"	"Q6P2A8"	"Histone deacetylase"
"2729"	"Q6P2A9"	"Far upstream element (FUSE) binding protein 1"
"2730"	"Q6P2B0"	"Uncharacterized protein"
"2731"	"Q6P2M0"	"Zgc:77235"
"2732"	"Q6P2T0"	"Trimeric intracellular cation channel type A"
"2733"	"Q6P2T3"	"Glycerophosphodiester phosphodiesterase domain containing 3"
"2734"	"Q6P2T5"	"Actin related protein 2/3 complex, subunit 2"
"2735"	"Q6P2T7"	"UPF0462 protein C4orf33 homolog"
"2736"	"Q6P2U6"	"Serpin peptidase inhibitor, clade B (Ovalbumin), member 1, like 4"
"2737"	"Q6P2V1"	"Cathepsin C"
"2738"	"Q6P2V4"	"Hgd protein"
"2739"	"Q6P3G5"	"Adenosine monophosphate deaminase 1 (Isoform M)"
"2740"	"Q6P3G9"	"Thioredoxin domain containing 4 (Endoplasmic reticulum)"
"2741"	"Q6P3H3"	"Zgc:73292"
"2742"	"Q6P3H7"	"Histone-binding protein RBBP4"
"2743"	"Q6P3I5"	"Hedgehog acyltransferase-like, a"
"2744"	"Q6P3I8"	"Glutaryl-Coenzyme A dehydrogenase"
